  0.0000000000000000E+000  0.2500000006347747E+004
  0.1005046353060300E+000  0.2516185686475043E+004
  0.2010092706120599E+000  0.2534514906277237E+004
  0.3015139059180899E+000  0.2551689646136043E+004
  0.4020185412241198E+000  0.2568343405450385E+004
  0.5025231765301497E+000  0.2584419746072232E+004
  0.6030278118361796E+000  0.2600128702569477E+004
  0.7035324471422095E+000  0.2615348707171264E+004
  0.8040370824482393E+000  0.2624576175059729E+004
  0.9045417177542693E+000  0.2638306485337905E+004
  0.1005046353060299E+001  0.2651677171736834E+004
  0.1100261270718643E+001  0.2664029742164376E+004
  0.1200765906024675E+001  0.2676729341357796E+004
  0.1301270541330708E+001  0.2689171667253421E+004
  0.1401775176636740E+001  0.2701343315791094E+004
  0.1502279811942772E+001  0.2713218739302474E+004
  0.1602784447248804E+001  0.2724904314290239E+004
  0.1703289082554837E+001  0.2736369761687970E+004
  0.1803793717860869E+001  0.2747628372679530E+004
  0.1904298353166901E+001  0.2758636708703650E+004
  0.2004802988472933E+001  0.2769517917799333E+004
  0.2100017906131280E+001  0.2779666192885624E+004
  0.2200522541437312E+001  0.2790217746758663E+004
  0.2301027176743344E+001  0.2800544582738962E+004
  0.2401531812049376E+001  0.2810791060202826E+004
  0.2502036447355409E+001  0.2820895718007047E+004
  0.2602541082661441E+001  0.2830864961881429E+004
  0.2703045717967473E+001  0.2840623606806436E+004
  0.2803550353273505E+001  0.2850339744399619E+004
  0.2904054988579538E+001  0.2859937277224717E+004
  0.3004559623885570E+001  0.2869420955492522E+004
  0.3105064259191602E+001  0.2878700468759829E+004
  0.3200279176849949E+001  0.2887484031801322E+004
  0.3300783812155981E+001  0.2896656905187926E+004
  0.3401288447462013E+001  0.2905731980670351E+004
  0.3501793082768045E+001  0.2914712700975629E+004
  0.3602297718074078E+001  0.2923493150512622E+004
  0.3702802353380110E+001  0.2932294265818153E+004
  0.3803306988686142E+001  0.2941010281802811E+004
  0.3903811623992174E+001  0.2949521107493949E+004
  0.4004316259298206E+001  0.2958074026637159E+004
  0.4104820894604239E+001  0.2966549644330284E+004
  0.4200035812262585E+001  0.2974374106890512E+004
  0.4300540447568618E+001  0.2982704424571534E+004
  0.4401045082874649E+001  0.2990915827074657E+004
  0.4501549718180681E+001  0.2999106074678626E+004
  0.4602054353486714E+001  0.3007229414858105E+004
  0.4702558988792746E+001  0.3015287644227474E+004
