Time (Ma),Total ridge length (km),Mean ridge spreading rate (cm/yr),Mean ridge spreading rate SD (cm/yr),Crustal formation rate (km^2/yr),Total subduction zone length (km),Mean trench convergence rate (cm/yr),Mean trench convergence rate SD (cm/year),Crustal subduction rate (km^2/yr),Total transform length (km)
95.0,70.6073373897447,5.846531929100618,3.8575996696203685,4.139676789236732,69.57235778196089,6.19185914689181,4.212445983321353,4.238737190720489,53.179322690199925
96.0,70.6939334547039,5.8498530134003035,3.8655703500916063,4.146439147524524,70.0018695966302,6.178456298598273,4.2361749586823985,4.266522070380419,53.90200383773078
97.0,70.73351319363266,5.858450520835164,3.867079456431887,4.155228460338576,70.04602995020875,6.2120957234040315,4.2370280835927,4.292236648248421,54.05404913202802
98.0,70.47930954486537,5.873241842722613,3.869930907686056,4.150575092716069,70.08049839506639,6.224755998850357,4.242240277377485,4.302821891515571,54.425735324693186
99.0,70.18531224336859,5.896028715585972,3.86686854689155,4.149258099814105,70.69992776647726,6.308085288081388,4.215647679462641,4.310603601973458,54.814407658531344
100.0,76.05416578382437,6.478621959169434,4.081882483266327,4.942707266337947,69.31508168480966,7.237354966197362,5.882653787419124,4.944798041785279,43.065137275794186
101.0,75.8714232224925,7.066769368815732,3.8388519688256495,5.368729374674875,72.64477579017053,6.801024197033318,5.786548977686569,4.246804375170672,40.27075355835216
102.0,75.96782936172595,7.096910588439223,3.8357353958653784,5.3981067611898705,72.31477774538526,6.8761054606303995,5.857305836742147,4.248273320894632,40.667224501501934
103.0,77.15515661903791,7.086812126143864,3.8168525299408924,5.474650455183675,72.00673497263408,7.153243287635323,6.071399003956819,4.446708179780121,39.954220212235114
104.0,77.79772809650336,7.127126755366431,3.8005686969527135,5.5515717817184,69.11686436399567,7.738747584213883,5.922448723267982,5.33886441854855,39.858801772996365
105.0,78.0585427036112,7.137010390475464,3.7950840006452005,5.578031033573176,69.17213543229529,7.598842808069141,5.976105032214169,5.244210991479773,39.63419589993914
106.0,79.08768806326259,7.002424596951793,3.8356192514516287,5.5450964794668876,69.1455910008881,7.593285330376292,6.014421068825839,5.2336104457275585,39.5331965813209
107.0,79.28894726469197,7.015059201924187,3.843075119980622,5.569423271920358,69.18633762545349,7.638660393396739,6.081846698328088,5.268083024485778,39.45182924099681
108.0,79.63372281648806,7.02287981328312,3.845124654849874,5.599716754019087,69.23238281152157,7.6514925671311085,6.1452865657007525,5.2801126418997235,41.44043647161376
109.0,79.95569999075882,6.997045734893257,3.877472665310683,5.601529281541823,69.3630151106784,7.686761851377967,6.192206811801248,5.314825116032581,41.444323530824214
110.0,78.94384911783214,6.593283138363623,3.3403770706822398,5.212623196140344,70.75740951970586,7.489731135299029,5.026665196340034,5.2856051504707455,39.463034602851785
111.0,82.9029569133256,6.551926786113469,3.2390642501911744,5.437657031871937,69.92773339316739,7.624792085143056,4.908434266948836,5.332477580748863,41.00403592733118
112.0,83.12800172004582,6.543498420780371,3.258140640262116,5.445750735583363,69.93380371103962,7.6255562474868155,4.913793944718453,5.333603815310795,41.42047614051775
113.0,82.95107741849904,6.541074764612333,3.271233263742532,5.432350791248078,70.15388655993408,7.614843612999808,4.9098584123140565,5.3268268821551175,40.62782005438408
114.0,82.99955119188145,6.537962075627228,3.278625826243489,5.433085660532956,70.12630218862418,7.620542000681775,4.914082857943033,5.3403273435703875,40.920570907691186
115.0,87.3783934387642,6.472561938671044,3.2278702565782975,5.662797758863613,70.34307291969239,7.640980035535248,5.35979402433151,5.365407113486146,42.675765436350204
116.0,89.21179601810101,6.365842848867843,3.293690064031484,5.6868046139441155,66.89973824095966,8.102307744409368,5.206144207921083,5.404117906749014,42.4793567226619
117.0,89.99196909125895,6.299554476047264,3.3479868401364814,5.677884415375277,67.8594116496458,8.015567238199981,5.250817089241092,5.440433611929037,43.00641780862496
118.0,90.89502441491136,6.256356490008195,3.364942867768416,5.696534141604108,68.04510810850728,8.016766100240268,5.2560331354404095,5.455787816979371,43.104395633676006
119.0,90.3132304191664,6.283176828123052,3.3675744282333624,5.68413395826219,68.22139284980278,7.940233877133462,5.331729125815656,5.418320054511065,42.64269901524791
120.0,84.87264765341307,7.09096816647356,3.9792692587330194,6.032062889551795,67.50434475500002,8.898752441049531,5.694778423124459,6.008692160158518,38.65064880622337
121.0,84.33085008602635,8.173660845013716,5.980015202522986,6.912925575125334,68.22023111113285,9.442715760705278,6.469711091136789,6.346917238785394,37.86501520541141
122.0,82.68022382233124,8.32144605022227,5.947228201281888,6.89966463032298,68.36209543144113,9.485499673526474,6.501051024537835,6.369840083981844,37.021058140616965
123.0,82.33090543326276,8.416269152410395,5.939494099393114,6.948099304664563,68.44927519138496,9.737874120664692,6.573568246253577,6.545846044321578,36.957225498323126
124.0,82.39397114815334,8.561940843325733,5.934247514895608,7.074248141495248,68.54507026230915,10.029003830397077,6.672677593984765,6.748908382525399,36.75898550810112
125.0,80.97172310844842,8.320611494104698,6.315565162583364,6.761097437299548,68.32318750303557,9.67648034562985,6.901624756556454,6.516717960743851,36.63965626469838
126.0,84.47273553552156,8.120864631013852,6.690141497695549,6.884580896224316,67.15812696943271,10.002503195136958,7.412076792278856,6.620602562211515,36.678277811835066
127.0,83.860936864118,8.156702069156523,6.7330446633910395,6.864624652491123,67.3323391765396,10.190025929488765,7.483008798838006,6.722009813015808,37.07256582071837
128.0,82.41436295956292,8.180196022059738,6.791109766172519,6.766660734769683,67.27882356133792,10.34979941937949,7.423379559038773,6.862733435226028,38.3253220883213
129.0,84.40066173761325,7.941742113654962,6.799207630561324,6.727344565521375,67.16906311507418,10.05041371564282,7.640247963203695,6.653721795111641,36.33938660221784
130.0,79.08567004548028,7.775743853789571,6.416668902105815,6.173822269496716,66.1335478341141,9.411113899233325,6.8251010429194725,6.132378598686113,40.330013594113595
131.0,80.43576498132224,7.586320636450185,6.290041311848476,6.12616189451961,69.92420635614226,8.283691433541463,6.482384021144432,5.697794499323683,38.90828189309193
132.0,83.58349044202886,7.301220085943455,6.304074352427287,6.125858053625849,69.02507687289932,8.180067933375607,6.0652148919554865,5.627581747538559,39.84585548110963
133.0,83.03222444785585,7.205934663665197,6.413197011906729,6.0052004046398,68.95314216876046,8.171166416168278,5.792690332775333,5.615912769392376,39.62199788382128
