Time (Ma),Global mid-ocean ridge lengths (km),Mean global ridge velocities (cm/yr),Global ridge velocity standard deviation (cm/yr),Surface area of crust produced at ridges (km^2/yr),Global subduction zone lengths (km),Mean global subduction velocities (cm/yr),Global subduction velocity standard deviation (cm/yr),Surface area of crust subducted at trenches (km^2/yr),Global transform boundary lengths (km)
197.0,35702.12569147883,7.984129376662591,3.492668306696949,2.8536766622791503,62587.10816766888,4.232653795252268,2.873298234696562,2.6485982056502793,12054.87450941153
196.0,35693.371192737584,7.9797909513808705,3.4942219856602987,2.851443567166745,62592.426504504816,4.226997323806749,2.8636117380918638,2.645275455179776,12026.657059339565
195.0,35689.18188329444,7.975996437690769,3.4977477278037075,2.849768246930217,62330.5190101236,4.236735587356633,2.8667297531735705,2.6402926792104098,11998.626850187999
194.0,35674.76352987911,7.968468203780077,3.502108790012745,2.845938890759356,62339.371856722864,4.232469883712684,2.8602006216109443,2.6380005717831776,11974.482906280522
193.0,35629.73380826444,7.962872647887546,3.507229384262691,2.8403588487511997,62357.233822569426,4.2342260716575355,2.8500062297425623,2.635889913899882,11957.106289985766
192.0,35602.49070145035,7.956597094098636,3.5130287382107275,2.835954356124516,62373.91544190584,4.2281320266785745,2.8439564573589395,2.6350072324670197,11919.335623346924
191.0,35659.79194670224,7.940197588239301,3.519156613366757,2.8346462537420205,62388.823774010954,4.23292724796359,2.8425971449427507,2.64035638271731,11773.927331040519
190.0,39142.05730076985,7.2760953738440906,3.9109742262288743,2.851467091349346,60528.134111903404,4.3425248475811475,3.203934225643109,2.6282582452487295,11027.636192297796
189.0,39549.34656906241,7.3315665916912565,3.903736637509899,2.903137179114017,60400.04841465952,4.5363993817667465,2.749316868237253,2.7397743604013485,11011.592601302013
188.0,39916.68819524935,7.296811082960893,3.8654252620633573,2.9162437684470386,60248.81123555543,4.53828337384727,2.7439377654819945,2.734038890146043,11000.279855299283
